holder_id,target_id,label
10069,392,1
6881,387,1
10311,197,1
3171,89,1
9021,22,1
7973,1544,1
9536,835,1
9536,62,1
9148,139,1
10180,461,-1
9334,119,1
10301,58,1
3423,62,1
6255,94,1
9084,1409,1
10389,461,1
7000,1208,1
10192,547,1
12687,7,1
6395,169,1
7239,20,1
10345,653,1
3486,378,1
10301,105,1
2944,33,1
10382,600,1
7104,1126,1
7149,885,1
3167,7,1
12768,869,1
8625,953,1
10223,19,1
10165,105,1
4847,335,1
7665,1459,1
12641,633,1
10356,204,1
9889,1074,1
10598,340,1
12104,392,1
10198,115,1
10413,457,1
9376,175,1
10378,41,1
9258,953,1
3215,669,1
10419,714,1
5687,196,1
10491,43,1
10389,1289,1
12319,566,1
10720,157,1
12157,152,1
10377,457,1
4045,684,1
10354,477,-1
10515,1258,1
9665,17,1
7678,835,1
10355,1485,1
3743,1347,-1
12290,1492,1
2294,354,-1
3743,26,1
10515,734,1
6938,317,1
5463,85,1
10511,58,1
10419,119,1
10233,1721,1
10515,50,-1
4847,375,1
10903,1492,-1
11181,294,1
10438,457,1
10466,178,1
8690,699,1
2852,189,1
4847,427,1
12649,354,1
12649,619,1
7149,261,1
7149,636,1
11466,1213,1
10519,447,1
3171,684,1
10467,771,1
10054,324,1
10544,1631,1
9356,1541,1
10672,461,1
10672,668,1
6924,1311,1
10574,43,1
10364,8,1
10364,261,1
9235,774,1
12767,236,1
7194,105,1
9966,101,1
10686,444,1
12684,733,1
9922,469,1
10739,61,1
10524,92,1
10194,28,-1
10510,38,1
10529,1343,1
10625,259,1
12393,567,-1
9770,354,1
8383,227,1
10231,177,1
10389,484,1
4692,104,1
10241,5,1
10588,551,1
10739,231,1
6774,195,-1
6543,341,1
7824,1079,1
12417,432,1
10422,1242,1
5568,187,1
9996,97,-1
10522,54,1
10651,16,1
10310,698,1
12663,5,1
11833,179,1
10652,98,1
10467,32,1
10404,11,1
2142,1337,-1
9345,1424,1
10467,1690,1
10451,1483,1
10518,1265,1
10085,115,-1
10735,457,-1
8404,310,1
12282,120,1
10467,398,1
10389,1222,1
2986,1424,1
6415,733,1
8939,332,1
12290,1424,1
9338,13,1
10389,16,1
9746,428,1
7415,118,1
6503,1230,1
10069,1267,1
12372,215,-1
6395,315,1
5897,195,1
8674,220,1
11043,91,1
10610,1074,1
10039,53,1
10039,43,1
9537,1720,1
8296,300,1
10328,426,1
12282,306,1
10529,364,1
9369,1337,1
10055,22,1
10739,243,1
10389,402,1
10739,51,1
12323,231,1
12282,32,1
9445,197,1
10128,231,1
10670,299,1
11160,332,1
9615,388,1
12380,670,1
10058,20,1
10223,59,1
10684,683,1
10286,243,1
6373,6,1
12260,8,1
10728,236,1
10510,19,1
10632,215,1
12260,102,1
10639,385,1
7358,295,1
11297,1415,1
10661,13,1
10675,1688,1
12323,547,1
12251,34,1
12704,98,1
12391,682,1
10135,401,1
8577,298,1
10667,251,1
10652,33,1
10223,98,1
11566,85,1
12282,886,1
7997,6,1
10795,177,1
12394,115,1
8787,233,1
3409,364,1
3409,1412,1
3409,236,1
9746,181,1
12391,151,1
10016,499,1
10456,879,1
11982,186,1
3806,76,1
9107,421,1
9653,370,1
12062,60,1
12687,50,1
10055,343,1
10316,1343,1
10703,479,1
9475,246,1
10467,298,1
10685,25,1
10316,1660,1
10541,865,1
12391,45,1
7708,993,1
4983,227,1
3171,712,1
12171,398,1
5400,245,1
10700,994,1
10456,69,1
10389,636,1
12012,178,1
9868,457,1
10438,1708,1
12619,1420,1
10110,678,1
10466,1144,1
10714,126,1
11910,341,1
11910,45,1
10673,650,1
5950,260,1
10068,21,1
10438,354,1
10720,457,1
6543,35,1
12366,32,1
12767,1074,1
10135,444,1
10678,32,1
11483,35,1
5668,931,1
10652,41,1
10469,216,1
12332,195,1
10389,1685,1
5721,35,1
9982,100,1
9578,1618,1
9982,551,1
10038,1640,1
5687,177,1
7833,1513,1
10702,569,1
10110,1500,1
4311,113,1
5499,349,1
10734,652,1
11556,354,1
10131,33,1
9888,35,1
3786,505,1
10491,305,1
8942,389,1
4796,1665,1
12392,161,1
10086,84,1
9428,76,1
12231,551,1
12684,1469,1
10738,407,1
12687,207,-1
12687,1,-1
10487,372,1
10328,863,1
10703,1111,1
10874,81,1
12349,865,1
7106,5,1
10745,71,1
6058,177,1
10739,175,1
5853,462,1
10328,60,1
5169,1127,1
10685,7,1
10700,389,1
3217,165,1
10531,60,1
5891,37,1
5688,4,1
3084,1424,1
10745,5,1
9966,57,1
11580,1297,1
10684,1009,1
3173,213,1
10703,982,1
2043,426,1
7650,177,-1
6054,81,1
8705,1622,1
2127,236,1
7584,340,1
7584,5,1
7584,167,1
12473,1090,1
12373,505,1
11958,364,-1
4645,305,1
6700,1082,1
7375,660,1
11843,5,1
12372,865,-1
11888,81,1
11888,12,1
11888,164,1
11752,113,1
11752,1258,1
6134,1587,1
11626,92,-1
5957,421,1
5762,221,1
12539,18,1
6506,412,-1
4975,1170,1
10878,525,1
11954,235,-1
5623,122,1
12684,900,-1
6601,197,-1
12737,579,-1
6530,567,-1
11393,1051,-1
6716,252,1
6716,172,1
11431,1075,1
10893,1540,1
7248,85,1
10097,1228,1
5187,1035,1
7614,364,-1
3551,587,1
11452,332,-1
11703,1127,1
4499,335,-1
10936,244,1
4570,673,1
11048,684,1
4319,1709,1
4552,161,1
10888,465,-1
10605,13,1
12399,1576,1
3108,134,1
5222,465,-1
6909,878,1
10680,457,1
11160,115,1
4691,94,1
3071,976,1
4545,1095,1
4536,86,1
7378,1613,1
8064,878,1
7087,47,1
7087,90,1
6833,64,1
10709,342,1
1886,332,1
7209,1117,-1
12544,119,1
7884,93,1
2542,60,1
6134,1412,1
12673,931,1
12706,1035,-1
10524,136,1
11020,154,1
3077,1485,1
11504,887,1
6923,1579,1
12177,5,1
3220,118,1
12473,986,1
3955,865,1
6454,744,1
11186,85,1
10725,676,1
10725,85,1
8465,213,1
6279,1292,1
3676,115,1
4387,878,1
4387,14,1
6373,158,1
1971,217,1
6263,684,1
8881,632,1
5620,84,1
5019,1687,1
11841,753,1
3839,855,-1
3190,181,1
3687,799,1
12511,267,1
11631,904,1
3170,449,1
2238,419,1
11887,388,-1
10046,401,1
7442,90,1
2350,439,1
5308,1589,1
4114,3,1
2689,81,1
11368,169,1
4237,122,1
4218,232,1
10187,300,1
4492,987,1
4492,87,1
11242,1381,1
7668,364,1
12735,273,-1
8131,47,1
5256,168,1
8031,1293,1
7114,444,1
10181,619,-1
12802,171,1
9642,175,1
7216,1513,1
11446,1066,1
2032,1601,1
11637,124,1
2347,799,1
4150,54,1
5667,669,-1
3314,1395,1
11613,22,1
8804,1003,1
3154,24,-1
4735,539,1
6922,378,1
3700,22,1
6003,22,1
3776,13,1
7266,1245,1
11598,164,-1
6229,668,1
10713,865,1
2245,439,-1
2680,81,1
2616,14,1
12622,6,1
12622,1009,1
12405,299,1
11015,124,1
10522,47,1
4536,364,1
3770,538,1
11784,1478,1
11784,1136,1
3295,1706,1
7660,146,1
8476,343,1
3907,551,1
11393,482,-1
11236,22,1
3481,27,1
3808,127,1
7056,1540,1
2898,7,1
3347,645,1
3608,1613,-1
11530,258,1
4536,274,1
8881,1002,1
10674,1121,1
2238,376,1
3900,723,1
3900,205,1
5146,238,1
3029,230,1
11860,37,1
11840,62,1
3164,649,1
1879,1082,1
11789,1239,1
11653,160,1
11077,799,-1
1750,1086,1
5793,1618,1
1879,134,1
6629,1350,1
11342,668,1
5516,37,1
1870,27,1
9969,267,1
12448,105,1
11361,105,1
11706,421,1
3287,113,1
4915,44,1
3739,452,1
2549,60,1
4985,1207,1
4620,136,1
12476,660,1
5834,386,1
3516,173,1
2762,670,1
10605,551,1
7095,146,1
7855,511,1
10534,471,1
4926,378,1
9311,386,-1
2016,341,1
3093,752,1
4689,134,-1
2768,782,1
10612,613,-1
12448,60,1
11066,60,1
8805,865,1
7662,1074,1
6044,60,1
3347,8,1
5035,1059,1
11553,1127,1
10508,461,-1
5891,449,-1
4031,733,1
11158,230,1
6833,60,1
6435,60,1
6070,788,1
3625,1081,1
4522,8,1
11048,869,1
9629,45,1
10163,717,-1
6824,1648,1
3333,739,1
12589,144,1
12589,112,1
5661,976,1
10751,464,1
2507,1258,1
5990,739,1
7911,125,1
7327,525,1
6130,1179,-1
6333,541,1
10819,1128,1
10683,166,1
11380,364,1
3816,1042,-1
6445,1258,1
6923,1074,1
5047,161,1
11888,1721,1
6474,66,1
6474,1009,1
7107,146,1
2312,45,1
2578,987,1
2294,264,1
9044,152,1
8489,146,1
12147,93,1
3499,93,1
7600,194,1
3540,288,1
2924,90,1
2693,30,1
11489,32,1
3186,1148,1
5699,356,1
1983,5,1
4190,1612,1
3016,900,1
5409,116,1
6935,76,-1
3314,10,1
11377,66,1
2674,1127,1
2947,62,1
8837,1535,-1
4334,797,1
5720,4,1
10325,1544,1
1946,799,1
6279,934,1
9331,185,1
2103,365,-1
1767,346,1
3604,62,1
4347,27,1
2265,66,1
2265,169,1
3795,730,1
11235,22,1
3607,25,1
8064,340,1
8064,763,1
7524,118,1
11352,836,1
12772,863,1
7160,172,1
11932,81,1
2319,1014,-1
10150,13,1
11898,205,1
12487,931,1
7459,447,1
6521,13,1
6950,30,1
7846,1684,1
10956,17,1
11649,789,1
10051,245,1
10624,1448,1
12659,81,1
2589,126,1
2589,168,1
6973,378,1
12552,93,1
7175,1565,1
12746,819,1
11660,1485,1
7269,85,1
7455,60,1
11612,88,1
3626,656,1
12166,14,-1
5172,660,1
11726,116,1
11583,752,1
11587,260,1
2994,1388,1
5910,266,1
3346,1127,1
5910,26,1
7326,305,1
4562,388,1
12622,479,1
10161,397,1
2938,5,1
11768,886,1
10986,322,1
10337,1311,1
11517,146,1
6336,255,1
3347,129,1
4570,199,1
6456,708,1
6802,199,1
7674,939,1
4192,994,-1
5253,1337,1
9331,688,1
9309,41,1
2303,1599,1
2303,1631,1
2481,493,1
5721,311,1
12448,970,1
3882,723,1
1748,1445,1
9196,136,1
11181,354,1
7641,191,-1
4925,172,-1
2698,970,1
2246,63,-1
2246,236,-1
7216,17,-1
7045,547,1
11351,117,1
6596,799,1
2669,1579,1
3210,146,1
8152,1213,1
11690,234,1
6891,46,1
11877,801,1
6241,196,1
5102,62,1
3739,92,1
3592,782,-1
4803,15,1
4695,54,1
5672,295,1
2994,1234,1
2355,789,1
5988,640,-1
3583,324,1
7208,1228,1
4052,259,1
5312,660,1
4379,741,1
4379,605,1
7336,251,1
3768,62,1
12274,1493,1
6151,76,1
6246,1534,-1
3347,660,1
9525,179,1
3401,136,1
3293,461,1
7175,744,1
6363,445,1
5821,299,1
7019,754,1
6083,126,1
9729,388,1
1804,386,1
6354,633,1
9474,146,1
12552,212,1
11747,39,1
6130,799,1
5830,41,1
4605,708,-1
5720,27,1
6221,640,-1
4220,18,1
2432,81,1
9722,387,1
6493,1714,1
7371,94,-1
2508,573,1
5288,124,1
4120,46,1
8881,742,1
11373,388,1
4211,412,1
4506,976,1
2466,17,1
7588,379,1
4128,461,1
7735,81,1
3190,392,1
6151,582,1
1828,54,1
10185,65,1
5891,237,1
6024,354,1
1879,51,1
2462,31,-1
6952,244,1
6094,898,1
6645,195,1
11634,1510,1
2632,196,-1
9331,1721,1
6953,343,1
7643,115,-1
7855,372,1
11598,855,1
2016,1014,1
3957,445,1
2238,1006,1
7902,1585,1
5581,176,1
12487,20,1
7391,1234,1
1738,13,1
1827,94,1
10829,388,1
12735,1220,-1
11504,1524,1
11482,171,1
4485,342,1
3190,869,1
2644,875,1
2357,1614,1
11852,1060,1
7991,1445,-1
12698,332,1
6354,287,1
11802,216,1
10801,70,-1
2642,5,1
5065,1710,1
1863,865,1
2420,1687,-1
3106,378,1
10728,457,1
4409,413,1
4409,224,1
9577,16,1
6778,716,-1
5770,184,1
6045,901,1
7463,12,-1
6619,181,1
1879,139,1
11543,434,1
3412,171,1
6179,997,1
2611,900,-1
5943,525,1
12660,54,1
8230,698,1
10922,299,1
11489,119,1
3536,18,1
6602,28,1
11498,1721,1
2222,362,-1
6162,92,1
9786,493,1
5964,77,1
6845,66,1
3301,858,1
6689,407,1
5934,782,1
5245,73,1
4676,733,1
12502,94,1
2430,170,1
3554,422,1
5724,5,1
6833,30,1
5247,145,1
1777,1720,1
11164,838,1
5315,670,1
3062,479,-1
2238,3,1
3186,1287,1
12169,352,-1
3410,713,1
1813,336,1
6775,1485,1
11254,918,1
12580,63,-1
11254,485,1
4411,356,1
11780,146,1
4821,1579,1
6938,378,1
4520,92,1
3983,1540,1
2223,602,1
5248,689,1
5248,418,1
5248,459,1
4627,1540,-1
4240,439,-1
4332,731,-1
7484,689,1
7484,418,1
6584,378,-1
10986,370,1
6761,190,-1
12737,116,1
5113,27,-1
11465,799,-1
7839,146,1
7839,14,1
6160,93,1
2842,795,1
2873,1140,1
7122,288,1
8791,1383,1
7928,1119,1
2762,105,1
2651,1234,1
11441,731,1
12448,260,1
7023,260,1
12435,855,-1
6888,1245,1
6493,171,-1
3389,1510,1
5081,855,-1
11707,1071,1
5304,777,-1
5304,669,-1
7144,493,1
4721,1684,1
2273,104,1
6017,86,1
9556,447,1
7351,172,-1
2334,752,1
9384,14,-1
3271,81,1
7041,724,1
9098,619,-1
10993,14,1
11000,68,-1
7975,846,1
10986,101,1
8902,122,1
3470,332,1
6232,733,1
10744,66,1
11406,8,1
10573,670,1
10801,1684,-1
4667,62,1
3347,203,1
7269,223,1
12684,670,-1
12590,8,1
3029,1587,1
4155,801,1
1942,652,1
6551,64,1
6477,213,-1
9112,232,1
11959,92,1
5406,88,1
11093,364,1
5894,19,-1
11585,81,1
2254,4,1
7149,561,1
4126,855,1
5191,175,1
6102,1057,1
4570,4,1
2242,1057,1
5212,1057,1
10605,628,1
3313,177,1
5983,1080,1
6778,933,1
2242,333,1
5030,333,1
7405,1057,1
6266,857,1
2100,104,1
3379,1083,1
3379,884,1
3379,1488,1
2736,89,1
6969,53,1
11803,612,-1
11181,165,1
5545,92,1
2250,13,1
10461,782,1
11195,1614,1
2199,556,1
9788,116,1
11714,799,-1
5246,13,1
12453,190,1
6722,261,1
2732,350,1
5472,146,1
4591,153,1
11811,541,1
5285,26,1
3766,62,1
2012,859,1
2012,795,1
2736,15,1
7114,1556,1
4587,5,-1
10837,68,-1
2758,5,-1
10946,127,1
4800,14,1
4289,1686,1
7507,115,1
4195,94,-1
11907,4,1
11646,105,1
5926,655,-1
7470,250,-1
10974,14,-1
10974,146,-1
5829,865,-1
9969,934,1
7672,752,1
6959,76,1
6763,913,1
11415,627,-1
4156,189,1
2242,64,1
5957,64,1
6263,116,1
8587,1493,1
6664,18,1
5834,510,1
12770,37,1
2758,64,1
12694,1483,1
4713,349,-1
3474,5,1
12782,144,1
10465,505,1
10266,865,1
5445,147,1
12526,127,-1
3836,596,1
5622,164,-1
5535,882,1
5191,364,1
12548,403,1
11841,397,1
3347,1237,1
5087,865,1
11955,929,1
1990,378,1
11690,204,1
11337,494,1
11529,115,1
6565,162,1
5597,136,1
6516,17,1
4323,320,1
6601,971,1
1879,156,1
6856,445,1
11239,179,1
6178,1198,-1
3795,886,1
9062,47,1
1888,136,1
4279,548,1
11406,717,1
2033,145,-1
4454,739,1
3298,470,1
10705,5,1
11207,100,1
3206,857,1
11181,652,1
11181,670,1
11089,360,1
4367,258,1
9453,11,1
12512,865,1
10850,1116,1
6717,1322,1
5005,905,1
5793,93,1
11377,146,-1
6443,299,1
6733,931,1
11300,94,1
7178,506,1
2898,124,1
9959,840,-1
5950,360,1
3870,799,-1
6663,547,1
5303,763,1
7525,1108,1
2238,861,1
10806,89,1
8322,1179,1
6988,799,1
6717,161,1
12463,1573,1
10285,1159,1
5766,146,1
5766,14,1
10356,41,1
6322,1387,-1
9528,835,1
6754,4,1
3779,202,-1
6373,452,1
7121,670,1
6481,470,1
7607,739,1
1879,17,1
11498,174,1
11498,476,1
3749,1587,1
7697,218,1
9896,124,1
4442,212,1
6612,1124,1
10155,1127,1
7568,76,1
4573,146,1
6573,6,-1
3570,87,1
4545,110,-1
1842,14,-1
1909,1618,1
2337,5,-1
7463,266,1
7731,799,-1
10894,1015,-1
5834,144,1
5834,282,1
5834,112,1
6317,87,1
6317,407,1
11935,124,-1
5245,593,1
6055,22,-1
12453,431,1
10178,20,-1
3996,457,1
10117,1337,1
8453,438,1
11135,354,1
2252,593,1
10941,35,1
12285,782,1
10913,140,1
5047,81,1
3389,3,-1
3389,357,-1
12462,684,-1
11228,1245,1
12637,343,1
11852,44,1
5983,255,1
2348,237,1
11601,342,1
7046,145,-1
12723,669,-1
7484,7,1
9894,552,1
2667,904,1
7717,931,1
3901,106,-1
5844,175,1
7114,161,1
12448,191,-1
6183,32,1
3314,7,1
10779,439,1
4372,63,1
12720,203,1
5518,89,1
10722,1126,1
5095,151,1
2693,356,1
4568,579,1
2041,714,1
7235,350,1
6755,310,1
12684,126,1
2779,619,1
12742,1618,1
4168,525,1
2137,364,1
6250,1170,1
6250,744,1
11501,93,1
2503,1265,1
1738,50,1
3724,1478,1
6191,1687,1
9627,189,-1
11768,1682,1
5957,670,1
5915,31,1
4319,693,1
4433,115,1
12542,222,1
11583,100,1
3815,1485,1
6665,855,1
3257,66,1
9575,439,1
5407,395,1
12453,91,1
11185,684,1
6535,139,1
3154,931,1
4080,50,1
4080,92,1
6445,24,1
11133,207,1
11133,538,1
3181,163,1
2727,525,-1
6508,227,1
7358,5,1
2238,119,1
10659,171,1
4887,114,1
2238,10,1
6007,28,1
12772,105,1
3420,165,1
6864,1407,1
12622,1587,1
1828,236,1
3627,105,-1
1869,1013,1
4018,66,1
1863,455,1
3052,36,1
11907,170,-1
5778,474,1
6446,36,1
7560,86,-1
6342,1685,1
7405,649,1
7405,126,1
1895,116,1
5903,652,1
11530,613,1
9788,369,1
11581,1721,1
4831,76,1
11947,792,-1
11764,865,1
2617,162,1
3301,414,1
11510,151,1
4390,27,1
6324,84,1
6247,541,1
12064,1030,1
3347,1155,1
12646,27,-1
8616,716,1
10992,1479,1
11791,669,1
3302,670,-1
7621,1232,1
6802,670,-1
4882,114,1
2250,670,-1
4676,122,1
12398,1089,1
11261,963,1
2382,449,-1
6533,511,1
6972,126,-1
4470,35,1
4612,86,1
3061,1074,1
5687,464,1
11066,13,1
7965,197,1
3718,25,-1
3142,430,1
5804,1355,1
7792,640,1
6921,236,1
6298,51,1
11463,982,1
11682,136,1
4376,127,1
1741,104,1
8617,179,1
10761,1445,1
4816,146,1
11615,57,1
6212,54,1
7397,569,1
7647,445,-1
2243,357,1
4031,653,1
3302,357,1
4868,116,-1
11152,1083,1
10863,301,1
3806,343,1
3062,4,1
6717,83,1
2243,152,-1
2875,146,1
2551,134,1
9927,62,1
5214,82,1
10798,63,1
6252,640,-1
4735,5,1
10751,1525,1
2888,654,1
11161,119,1
11747,76,1
3739,125,1
8548,223,1
5060,76,1
10808,1234,1
8005,215,1
8265,1126,-1
7287,134,1
3050,656,1
7565,146,1
2364,245,1
12361,62,1
4745,113,1
10238,476,1
12555,416,1
6918,649,1
2361,1071,1
11489,455,1
8174,1200,1
2493,509,-1
2377,878,1
3554,1006,1
6373,1090,1
2964,147,1
2964,1706,1
3416,8,1
7547,1083,1
12698,931,-1
11309,698,1
12802,951,1
6291,998,-1
12398,451,1
9729,396,1
12214,315,-1
12214,300,-1
2238,1013,1
11422,792,-1
3845,22,1
6586,461,1
2229,355,1
10268,640,-1
4741,739,1
2828,1170,-1
6552,865,1
2246,445,1
2007,865,1
4545,173,1
7183,476,1
10416,461,1
1889,86,1
5246,9,-1
5249,9,-1
2243,9,-1
5057,170,1
11195,65,-1
4087,1127,1
6517,1529,-1
4938,65,1
5952,35,1
2851,15,1
11837,305,1
6826,26,1
10004,737,-1
12398,97,1
12646,1009,-1
3290,13,1
6363,112,-1
5389,1067,-1
10729,17,1
11278,669,1
6216,104,1
2648,1210,1
12553,1416,-1
10979,1721,1
2102,14,1
2008,288,-1
3391,78,1
12448,126,1
7855,50,-1
1879,245,1
4556,878,1
5473,5,1
3347,661,1
11768,1279,1
1879,234,1
2549,126,1
7211,1465,1
7826,85,1
12325,339,-1
1809,89,-1
6727,386,1
5916,324,-1
7600,238,1
4692,965,1
6508,116,1
7488,803,1
12527,160,1
6078,127,1
1726,648,1
12407,5,1
3257,343,1
7371,551,1
6984,997,1
2251,274,1
8999,396,-1
4378,91,1
3536,261,1
5458,350,1
11178,547,1
10761,35,1
6317,878,1
12760,525,1
11047,172,1
10024,976,1
12448,20,1
3311,20,1
6442,466,1
3225,121,1
7104,102,1
7104,831,1
9470,887,1
10768,421,-1
1837,17,1
12552,334,-1
6515,826,1
6515,11,1
11368,43,1
4570,48,1
5684,1127,-1
4676,179,1
6843,20,1
2493,752,-1
12700,151,1
10905,865,1
8799,200,1
9344,58,-1
5212,48,1
6473,684,1
12497,616,-1
10909,180,1
11368,911,1
4605,878,1
1804,184,1
9965,570,1
3315,1139,1
3206,1096,1
6223,17,1
9881,51,1
7691,21,1
12528,91,1
3805,146,1
2145,215,1
4442,727,1
2611,136,1
5285,54,1
11776,844,1
10362,1431,1
6907,514,1
4690,156,1
9137,16,1
10639,1104,1
4684,320,1
4684,1003,1
11541,1170,1
10623,855,1
9672,93,1
6079,422,1
11853,83,1
9856,171,1
10039,444,1
4268,17,-1
11101,45,1
1811,5,1
1811,37,1
5998,71,1
11201,139,1
9126,1126,1
2390,525,-1
5292,35,1
11583,652,1
10114,236,-1
6672,268,1
7409,350,1
5246,551,1
5246,208,1
10842,1127,1
3834,329,1
7827,754,1
7053,374,-1
10285,319,1
12007,1472,1
7163,238,1
10325,163,1
9553,1217,1
5950,1534,1
11814,93,1
11352,878,1
7104,14,1
5964,59,1
7175,1040,1
9921,195,1
7725,127,1
3026,1698,1
2115,14,1
12398,8,-1
1863,62,1
2550,855,-1
12684,422,1
11959,280,1
4710,169,1
12454,146,1
5910,579,1
6775,1319,1
12166,457,-1
10325,1382,1
6204,223,1
5297,146,1
10829,931,1
6247,561,1
11646,439,1
11337,474,1
6102,180,-1
1887,215,1
3977,5,-1
5646,602,1
3276,1352,1
5934,505,1
3386,1127,1
1828,392,1
8257,62,1
8438,189,1
12557,305,1
7525,66,1
12351,520,1
5281,136,1
6181,865,1
4662,81,1
6969,305,1
10659,940,1
5014,45,1
3012,551,1
10148,805,-1
6881,1468,1
6881,1601,1
11910,125,1
9062,223,1
9062,402,1
1879,484,1
11299,547,1
12735,141,-1
5983,407,-1
10837,347,-1
5950,737,1
4077,1143,1
4986,1474,1
3428,439,-1
10827,13,1
4080,252,1
6486,684,1
11731,747,1
10724,564,1
5624,983,1
7768,674,1
7775,9,1
10377,364,1
7800,1617,1
7775,132,1
2560,223,1
7741,320,1
7742,516,1
10605,703,-1
7861,58,1
7770,78,1
7783,674,1
7742,581,1
7742,825,1
7742,317,1
7742,771,-1
7770,270,1
7742,121,1
12747,66,1
7783,1088,1
12573,878,1
9684,1680,1
2294,255,1
4521,180,1
8519,293,1
7772,986,1
8908,197,1
7763,551,-1
12604,147,-1
7791,479,1
7737,486,1
11976,578,1
7798,30,1
7868,519,1
7796,1700,1
7909,83,1
7739,161,1
7772,270,1
7816,829,1
12088,245,1
7816,1008,1
7845,10,1
7826,245,1
6463,88,1
7849,3,1
7777,1194,1
3133,304,1
12605,561,1
9250,235,1
7396,270,1
7892,60,1
7742,197,1
7833,41,1
8148,438,1
11423,396,1
7849,140,1
7836,997,1
7885,185,1
11983,455,1
8060,547,1
11995,912,1
12007,573,1
12610,1245,1
7852,421,1
7989,92,1
7763,76,1
7767,51,1
4993,352,1
8057,136,1
12610,126,1
7989,564,1
7767,1135,1
7772,771,1
8111,134,1
12611,60,1
12611,1409,1
7764,230,1
6277,716,1
11900,469,1
12035,1434,1
5819,91,1
8070,91,1
11900,1390,1
7975,207,1
2600,119,1
7952,71,1
11989,1474,1
11989,5,1
11976,33,1
8502,926,1
8010,215,1
8129,1126,1
7974,126,1
7751,1266,1
8224,840,1
7984,92,1
8048,741,1
7951,299,-1
5595,819,1
10582,891,1
7974,68,1
11987,316,1
8048,215,1
8048,307,1
7892,49,1
7868,862,1
11994,1479,1
11994,763,1
7890,702,-1
9713,1619,1
11994,11,1
3237,206,1
3237,1208,1
8762,34,1
7828,234,1
12468,361,1
7839,419,1
7927,520,1
8349,733,1
11996,317,1
7788,147,1
7788,1706,1
12468,81,1
7851,324,1
12568,669,1
12568,136,1
7901,116,1
7928,322,1
8500,81,1
7170,1367,1
7769,35,1
12617,1044,1
8111,11,1
7921,316,1
7775,85,1
7870,1371,1
8082,40,1
11995,254,1
12617,1270,1
8352,380,1
7974,1343,1
8074,191,1
11999,124,1
11744,66,1
12468,66,1
5812,254,-1
8096,180,1
4267,5,1
7769,739,1
5013,739,1
11910,1367,1
7867,569,1
7955,5,1
7975,79,1
7913,402,1
7913,1575,1
8111,739,1
7984,5,1
8111,674,1
7913,714,1
6397,573,1
8002,373,1
7878,1277,1
9713,357,1
11424,9,1
2600,649,1
7909,57,1
8349,15,1
7927,76,1
7921,1265,1
8039,449,1
4840,260,1
8404,180,1
12600,91,1
8500,890,1
7760,41,1
12606,640,1
8208,15,1
7863,469,1
3676,889,1
7789,640,-1
7772,1643,1
7735,1405,1
8012,48,1
7896,464,1
12019,187,1
5435,76,1
9762,6,1
8705,10,1
8705,308,1
7744,385,1
8218,29,1
7904,203,1
8319,688,1
7924,300,1
8070,32,1
11898,1576,1
7989,245,1
9713,1586,1
8067,168,1
12610,1469,1
8036,19,1
8131,32,1
5126,1373,1
5746,1405,1
8585,520,1
8079,1129,1
8208,9,1
7951,25,1
6980,712,1
8097,1071,1
9145,12,-1
8107,58,1
8104,339,1
7913,102,1
7734,1540,1
8301,921,1
8502,98,1
8699,878,1
9145,950,-1
8633,125,1
8144,18,1
11273,368,1
12094,798,1
5277,25,1
8176,7,1
8079,47,1
7890,13,1
12035,523,1
8060,66,1
3585,1587,1
8359,451,1
8388,739,1
8080,730,1
12020,14,1
3773,505,1
8183,392,1
8173,1222,1
8284,558,1
8161,670,1
5945,215,1
7871,507,1
8080,404,1
8080,84,1
8080,611,1
9364,159,1
8218,1434,1
7922,261,1
12192,1040,1
12192,705,1
2292,25,1
8284,139,1
8284,483,1
8281,506,1
12063,50,1
8671,831,-1
8243,456,1
8585,1519,1
8207,50,1
8243,582,1
8080,83,1
8080,101,1
11792,14,1
8243,431,1
7979,145,1
8460,20,1
8477,100,1
12188,102,1
8000,203,1
7930,1269,1
8140,30,1
12054,280,1
12041,12,1
8333,152,1
11888,15,1
2797,670,-1
8136,277,1
8349,152,1
8236,223,1
12054,217,1
12054,456,1
12054,398,1
8380,352,1
8395,5,1
8243,99,1
8243,547,1
4895,334,-1
11472,362,1
7149,344,1
8585,1589,1
12030,43,1
8197,364,1
12043,1381,1
12044,140,1
8273,705,1
8986,660,1
12616,933,1
7658,134,1
8208,782,1
8319,434,1
8456,140,1
8349,674,1
8472,194,1
8585,269,1
8302,741,1
7833,1245,1
12175,879,1
8400,92,1
8263,683,1
9250,261,1
8015,51,1
8015,804,1
12053,775,1
8418,472,1
8353,226,1
12135,801,1
12786,626,1
8483,1576,1
12067,4,1
8272,917,1
12616,634,1
8377,1347,-1
8377,976,1
12758,686,1
8179,602,1
8374,53,1
7851,734,1
8270,85,1
8369,5,1
8393,931,1
8080,125,1
8346,146,1
8398,27,1
8398,5,1
6424,539,1
8613,129,1
8298,1615,1
8284,259,1
5819,341,1
8477,76,1
7913,1205,1
7913,1712,1
12756,6,1
8371,1537,1
8195,27,-1
8434,140,1
8308,480,1
8308,16,1
8405,191,1
8398,419,1
8284,1294,1
8284,13,1
8284,267,1
8284,407,1
8363,57,1
8480,988,-1
8264,516,1
10713,360,1
8900,444,1
